OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2005337,04092013504,Serendipity Gourmet Deli,118 S ACADEMY ST,,CARY,NC,27511-3302,(919) 469-1655,2002/01/24 05:00:00+00,Restaurant,17090,-78.78150853,35.78674767,M
2005338,04092013618,Subway #4331,9101 LEESVILLE RD ,,RALEIGH,NC,27613-4091,(919) 847-3559,2002/06/12 04:00:00+00,Restaurant,17097,-78.72548207,35.8967595,M
2005339,04092018636,Sizzlin Stir Fry,8521 BRIER CREEK PKWY,Suite 117,RALEIGH,NC,27617-7334,(919) 666-6257,2021/06/01 04:00:00+00,Restaurant,17138,-78.78334742,35.90685073,M
2005340,04092017764,Country Inn & Suites Breakfast Area,201 Airgate DR,,MORRISVILLE,NC,27560,(919) 544-1010,2018/01/12 05:00:00+00,Restaurant,17141,-78.81563537,35.86365032,M
2005341,04092017640,NEW CHINA,949 N HARRISON AVE ,,CARY,NC,27513,(919) 380-9328,2017/07/11 04:00:00+00,Restaurant,17145,-78.78451708,35.80143518,M
2005342,04092017648,Panera Bread #601879,2410 Landmark DR ,,RALEIGH,NC,27607,,2017/07/19 04:00:00+00,Restaurant,17151,-78.6975704,35.81609747,M
2005343,04092016669,THE OAK,4035 LAKE BOONE  TRL ,STE 115,RALEIGH,NC,27607,(919) 787-9100,2014/04/17 04:00:00+00,Restaurant,17153,-78.69709804,35.81457389,M
2005344,04092016733,CAROLINA BARBECUE,733 US 70 HWY W ,,GARNER,NC,27529,(877) 588-2271,2014/08/22 04:00:00+00,Restaurant,17154,-78.62634399,35.71170595,M
2005345,04092018584,Wendy's,1000 AERIAL CENTER PKY ,,MORRISVILLE,NC,27513,(919) 481-3650,2021/03/24 04:00:00+00,Restaurant,17155,-78.81734039,35.85877302,M
2005346,04092110491,MILLS PARK MIDDLE SCHOOL CAFETERIA,441 MILLS PARK DR ,,CARY,NC,27519,(919) 466-1500 ext. 20820,2010/04/23 04:00:00+00,Public School Lunchrooms,17157,-78.89608158,35.81195651,M
2005347,04092018605,Johnny's Pizza,722 N JUDD PKWY NE,,FUQUAY VARINA,NC,27526-7394,(919) 552-6322,2021/04/16 04:00:00+00,Restaurant,17161,-78.77865893,35.59344753,M
2005348,04092017138,CIRCLE K/SUBWAY #2724280 ,4402 TEN TEN RD ,,APEX,NC,27539,(919) 363-7650,2016/02/25 05:00:00+00,Restaurant,17162,-78.77213647,35.69447394,M
2005349,04092017003,LA CARRETA,1028-220 OBERLIN RD ,,RALEIGH,NC,27605,(919) 977-3271,2015/08/14 04:00:00+00,Restaurant,17169,-78.66016491,35.79725285,M
2005350,04092011394,McDonald's # 13334,6213 FALLS OF NEUSE RD ,,RALEIGH,NC,27609-3505,(919) 878-0085,1993/11/29 05:00:00+00,Restaurant,17204,-78.62123228,35.8674499,M
2005351,04092011309,Goodberry's Creamery,1407 Garner Station Blv,,RALEIGH,NC,27603,(919) 772-0205,1993/06/22 04:00:00+00,Restaurant,17202,-78.65163223,35.72484349,M
2005352,04092013325,Harris Teeter #90 Deli,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-0589,2001/07/02 04:00:00+00,Restaurant,17220,-78.72593809,35.90878313,M
2005353,04092022004,PUBLIX #1544 DELI,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 05:00:00+00,Food Stand,17238,-78.89379203,35.73782787,M
2005354,04092110101,Hodge Road Elementary Cafeteria,2128 Mingo Bluff Blvd,,KNIGHTDALE,NC,27545,(919) 266-8599 ext. 21541,1995/09/12 04:00:00+00,Public School Lunchrooms,17264,-78.52263224,35.77684379,M
2005355,04092011771,Barnes And Noble,760 SE Maynard Road ,,CARY,NC,27511,(919) 467-3866,1995/11/20 05:00:00+00,Restaurant,17266,-78.76212909,35.76995678,M
2005356,04092110105,Jones Dairy Elem. Sch. Cafeteria,1100 JONES DAIRY RD ,,WAKE FOREST,NC,27587-9055,(919) 562-6181 ext. 23998,1996/08/22 04:00:00+00,Public School Lunchrooms,17275,-78.47194576,35.94971409,M
2005357,04092021542,WALMART #1372 DELI,4500 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 772-8751,2008/07/14 04:00:00+00,Food Stand,17299,-78.6585824,35.71894128,M
2005358,04092160086,Holly Hill Adult Hospital Foodservice,221 Michael J. Smith LN ,,RALEIGH,NC,27610,(919) 250-7000,2018/05/25 04:00:00+00,Institutional Food Service,17312,-78.5783855,35.77912888,M
2005359,04092017629,TROPICAL SMOOTHIE CAFE NC-55,6679-101 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 879-2233,2017/06/14 04:00:00+00,Restaurant,17298,-78.62317377,35.87493875,M
2005360,04092013025,Points West Cafe at Wake Med Cary,1900 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 350-2736,1999/11/04 04:00:00+00,Restaurant,17319,-78.78171741,35.74074643,M
2005361,04092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,,CARY,NC,27513,(919) 468-7229,2014/01/21 05:00:00+00,Restaurant,17325,-78.81615412,35.79989381,M
2005362,04092018191,Burger Fi RDU,2400 JOHN BRANTLEY BLVD,,MORRISVILLE,NC,27560,,2019/10/01 04:00:00+00,Restaurant,17328,-78.78941437,35.8696795,M
2005363,04092011783,Taco Bell #3421,1120 KILDAIRE FARM RD,,CARY,NC,27511-4523,(919) 481-0850,1995/12/04 05:00:00+00,Restaurant,17352,-78.78221308,35.76974275,M
2005364,04092013054,PNC 103-105,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 04:00:00+00,Restaurant,17366,-78.7229363,35.8032419,M
2005365,04092013070,Jersey Mikes Restaurant,4542 Capital BLVD ,,RALEIGH,NC,27604-4353,(919) 790-7827,1999/11/17 05:00:00+00,Restaurant,17368,-78.57896604,35.84571366,M
2005366,04092300219,Food Lion #75 Meat Market,1339 5th AVE ,,GARNER,NC,27529,(919) 779-0770,2003/09/18 04:00:00+00,Meat Market,17372,-78.62278736,35.70820906,M
2005367,04092013857,KFC/Taco Bell Of Zebulon,161 Wakelon Dr,,ZEBULON,NC,27597,(919) 404-1701,2003/07/18 04:00:00+00,Restaurant,17370,-78.31620174,35.83320735,M
2005368,04092013971,Mac's Tavern,1014 Ryan Rd,,CARY,NC,27511,(919) 467-4114,2004/01/09 05:00:00+00,Restaurant,17377,-78.76677132,35.77674815,M
2005369,04092110510,SOUTH GARNER HIGH SCHOOL CAFETERIA,8228 HEBRON CHURCH RD ,,GARNER,NC,27529,(919) 662-2379 ext. 23590,2016/07/14 04:00:00+00,Public School Lunchrooms,17384,-78.57968058,35.65502088,M
2005370,04092010037,AUBREY & PEEDIE'S GRILL,38 N Main ST ,,WENDELL,NC,27591,(919) 365-5528,1991/04/25 04:00:00+00,Restaurant,17406,-78.36945437,35.78246543,M
2005371,04092013994,Beansprout Chinese Restaurant,3721 Hillsborough St ,,RALEIGH,NC,27607,(919) 755-0554,2004/02/23 05:00:00+00,Restaurant,17437,-78.68759244,35.79393832,M
2005372,04092050025,North Raleigh Christian Academy School Lunchroom,7300 Perry Creek Rd,,RALEIGH,NC,27616,(919) 573-7900,2004/03/11 05:00:00+00,Private School Lunchrooms,17438,-78.54259351,35.88061452,M
2005373,04092013079,Kadhai-The Indian Wok,6260 GLENWOOD AVE ,Ste 12,RALEIGH,NC,27612-2650,(919) 785-9730,1992/07/29 04:00:00+00,Restaurant,17448,-78.70313649,35.85876954,M
2005374,04092016222,SUBWAY #41211,922 GATEWAY COMMON CIR ,,WAKE FOREST,NC,27587,(919) 562-5700,2012/07/09 04:00:00+00,Restaurant,17470,-78.4951784,35.96732914,M
2005375,04092110064,Combs Elementary Cafeteria,1600 LORIMER RD ,,RALEIGH,NC,27606-2626,(919) 233-4300 ext. 21008,1991/09/16 04:00:00+00,Public School Lunchrooms,17493,-78.70364826,35.77692739,M
2005376,04092110065,Athens Drive Sr. High Cafeteria,1420 ATHENS DR ,,RALEIGH,NC,27606-2427,(919) 233-4050 ext. 24891,1991/09/16 04:00:00+00,Public School Lunchrooms,17494,-78.71223403,35.76837413,M
2005377,04092300140,Whole Foods Market Meat Market,102 B New Waverly Pl ,,CARY,NC,27511,(816) 883-0,2000/05/09 04:00:00+00,Meat Market,17504,0,0,U
2005378,04092018393,Domino's #8925,1284 W WILLIAMS ST,,APEX,NC,27502-3953,(919) 303-0800,2020/07/01 04:00:00+00,Restaurant,17516,-78.87327975,35.74703535,M
2005379,04092016743,McDonald's #34347,9698 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 845-5502,2014/08/28 04:00:00+00,Restaurant,17517,-78.60134346,35.90639988,M
2005380,04092017942,MCDONALDS #7501,1299 KILDAIRE FARM  RD ,,CARY,NC,27511,(919) 469-3519,2018/09/28 04:00:00+00,Restaurant,17522,-78.78290933,35.76224608,M
2005381,04092025238,Publix 1551 Meat,9640 Leesville RD ,,RALEIGH,NC,27613,(919) 848-3480,2018/11/26 05:00:00+00,Food Stand,17528,-78.72728627,35.90563318,M
2005382,04092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016/10/04 04:00:00+00,Restaurant,17533,-78.87770701,35.75964934,M
2005383,04092013442,Starbucks #8459,4421 SIX FORKS RD,STE 116,RALEIGH,NC,27609-5761,(919) 571-0713,2001/10/24 04:00:00+00,Restaurant,17540,-78.64349886,35.84017418,M
2005384,04092013479,Subway,160 Wakelon St ,,ZEBULON,NC,27597,(919) 269-9293,2001/12/04 05:00:00+00,Restaurant,17542,-78.31858381,35.83228812,M
2005385,04092110036,Douglas Elem Sch Cafeteria,600 ORTEGA RD ,,RALEIGH,NC,27609-5957,(919) 881-4894,1991/09/17 04:00:00+00,Public School Lunchrooms,17551,-78.62924972,35.83993445,M
2005386,04092110006,Adams Elementary Cafeteria,805 CARY TOWNE BLVD,,CARY,NC,27511-4255,(919) 460-3431,1991/09/17 04:00:00+00,Public School Lunchrooms,17553,-78.76166058,35.77739887,M
2005387,04092017519,DICED GOURMET SALADS & WRAPS #2,1028 OBERLIN RD ,SUITE 234,RALEIGH,NC,27605,(919) 307-3613,2017/01/27 05:00:00+00,Restaurant,17563,-78.65845011,35.79783502,M
2005388,04092016233,MAR-Y-SOL II,1310 CORPORATION PKY ,,RALEIGH,NC,27610-1363,(919) 212-8100,2012/08/03 04:00:00+00,Restaurant,17565,-78.56780289,35.79794477,M
2005389,04092025260,Smoothie King #1662,4212 LASSITER RD,,HOLLY SPRINGS,NC,27540-4301,,2019/05/31 04:00:00+00,Restaurant,17567,-78.79440661,35.66435998,M
2005390,04092030461,Taqueria Tequila (WCID #724),301 E WILLIAMS ST,,APEX,NC,27502-2146,(984) 255-3119,2020/01/31 05:00:00+00,Mobile Food Units,17570,-78.85082083,35.72639685,M
2005391,04092021913,FOOD LION #727 PRODUCE,900 NE MAYNARD RD ,,CARY,NC,27513,(919) 460-6274,2015/11/18 05:00:00+00,Food Stand,17580,-78.76838489,35.80043169,M
2005392,04092141856,Enloe High Outdoor Concession,128 CLARENDON CRESCENT ,,RALEIGH,NC,27610,,2021/08/24 04:00:00+00,Limited Food Service,17581,-78.60333819,35.78424685,M
2005393,04092013650,Lowes Foods #189 Deli ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002/08/28 04:00:00+00,Restaurant,17589,-78.50515596,35.79511678,M
2005394,04092021148,Papa John's,1238 W WILLIAMS ST ,,APEX,NC,27502-3953,(919) 303-9100,2002/09/25 04:00:00+00,Food Stand,17590,-78.87260887,35.74617982,M
2005395,04092110059,Lockhart Elementary Cafeteria,1320 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545-7726,(919) 266-8525 ext. 26483,1991/10/28 04:00:00+00,Public School Lunchrooms,17608,-78.48454627,35.80325743,M
2005396,04092021508,Harris Teeter #330 Deli,1151  Tryon Village DR ,,CARY,NC,27518,(919) 233-3476,2008/02/21 05:00:00+00,Food Stand,17623,-78.74322582,35.74716614,M
2005397,04092160054,Wake Assisted Living (Kitchen),2800 Kidd RD,,RALEIGH,NC,27610,(919) 231-7575,2006/05/31 04:00:00+00,Institutional Food Service,17627,-78.5905245,35.77875929,M
2005398,04092021204,Lowes Foods #207 Meats & Seafood,112 Bass Lake Rd ,,HOLLY SPRINGS,NC,27540,(919) 577-6971,2003/07/10 04:00:00+00,Food Stand,17634,-78.82480349,35.65381034,M
2005399,04092010851,Parkside,301 W MARTIN ST,,RALEIGH,NC,27601-1352,(984) 232-8969,1991/07/10 04:00:00+00,Restaurant,17655,-78.64378535,35.77679428,M
2005400,04092017721,LaFarm Bakery & Cafe W.F. West Cary,5055 Arco ST ,,Cary,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,17673,-78.88191924,35.83347908,M
2005401,04092011976,Char-grill,9601 Strickland Rd,,RALEIGH,NC,27615,(919) 845-8994,1996/12/06 05:00:00+00,Restaurant,17679,-78.65583057,35.90114711,M
2005402,04092011181,NC Farm Bureau Cafeteria,5301 GLENWOOD AVE ,,RALEIGH,NC,27612-3244,(919) 781-0547,1992/11/13 05:00:00+00,Restaurant,17685,-78.69211011,35.84689434,M
2005403,04092110146,Highcroft Elementary Cafeteria,5415 Highcroft Dr ,,CARY,NC,27519,(919) 460-3580,2004/07/12 04:00:00+00,Public School Lunchrooms,17693,-78.88408977,35.8007194,M
2005404,04092030119,Lonches San Luis (WCID #045),3800 New Bern AVE ,,RALEIGH,NC,27610,(919) 337-7949,2004/09/07 04:00:00+00,Mobile Food Units,17695,-78.57600249,35.79743532,M
2005405,04092020973,Food Lion #1079 Deli,5621 Louisburg Rd,,RALEIGH,NC,27616-5353,(919) 981-0402,2000/07/01 04:00:00+00,Food Stand,17717,-78.55796888,35.85459972,M
2005406,04092020979,Food Lion #1259 Deli,3685 NEW BERN AVE,,RALEIGH,NC,27610-1232,(919) 231-7294,2000/07/01 04:00:00+00,Food Stand,17719,-78.57923704,35.79885313,M
2005407,04092030492,Hecho En Mexico (WCID #784),5021 ZEBULON RD,,ZEBULON,NC,27597-7509,(919) 453-3135,2020/09/04 04:00:00+00,Mobile Food Units,17721,-78.38519234,35.91561826,M
2005408,04092017089,RISE CAMERON VILLAGE,530 DANIELS ST ,,RALEIGH,NC,27605,(984) 200-6966,2015/11/20 05:00:00+00,Restaurant,17739,-78.66105804,35.79149603,M
2005409,04092017084,THE RALEIGH GRANDE CINEMA,4840 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 788-9000,2015/11/16 05:00:00+00,Restaurant,17742,-78.71688545,35.87197649,M
2005410,04092017261,WING STOP,4531-100 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 561-6161,2016/07/22 04:00:00+00,Restaurant,17705,-78.56019426,35.79845043,M
2005411,04092018092,Ashley's Harvest Moon Bakery - Cafe,128 Bass Lake RD ,,Holly Springs,NC,27540,(919) 586-7005,2019/04/24 04:00:00+00,Restaurant,17745,-78.82480349,35.65381034,M
2005412,04092017875,Taziki's,7901-101 Falls of Neuse RD ,,RALEIGH,NC,27615,(984) 255-0202,2018/06/28 04:00:00+00,Restaurant,17724,-78.62724825,35.89154831,M
2005413,04092300193,Food Lion #669 Meat Market,405 S Main St ,,ROLESVILLE,NC,27571-9664,,2000/07/01 04:00:00+00,Meat Market,17754,-78.46472721,35.91731538,T
2005414,04092015485,AVIATOR BREWING TAP HOUSE,600 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 552-8826,2009/10/07 04:00:00+00,Restaurant,17770,-78.79392899,35.59279145,M
2005415,04092016569,HARRIS TEETER #395 DELI,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 04:00:00+00,Restaurant,17771,-78.69147726,35.99120973,M
2005416,04092016253,TEXAS STEAKHOUSE AND SALOON,948 AIRPORT BLVD,,MORRISVILLE,NC,27560-9193,(919) 468-7194,2012/09/25 04:00:00+00,Restaurant,17772,-78.82133494,35.85750115,M
2005417,04092014233,Sheetz,1655 N Main Street,,FUQUAY VARINA,NC,27526,(919) 577-2215,2005/01/26 05:00:00+00,Restaurant,17794,-78.76014426,35.59694528,M
2005418,04092030519,Wakefield Tavern (WCID #809),13200 FALLS OF NEUSE RD,,RALEIGH,NC,27614,(919) 801-0322,2021/02/09 05:00:00+00,Mobile Food Units,17809,-78.55981965,35.9407555,M
2005419,04092017998,Applebee's Grill & Bar,6609 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 266-5939,2018/12/13 05:00:00+00,Restaurant,17813,-78.50745317,35.79704031,M
2005420,04092014223,Manchesters Bar and Grill,9101-153 Leesville Road,,RALEIGH,NC,27613,(919) 676-3310,2005/01/07 05:00:00+00,Restaurant,17791,-78.7231695,35.89661733,M
2005421,04092016215,BRINE,4400 Capital BLVD ,,RALEIGH,NC,27604-4315,(919) 876-2211,2012/07/02 04:00:00+00,Restaurant,17816,-78.57841901,35.84283486,M
2005422,04092018104,Domino's #5577,1600 CROSS LINK RD,,RALEIGH,NC,27610,(919) 828-8500,2019/05/30 04:00:00+00,Restaurant,17817,-78.61369584,35.7540284,M
2005423,04092018629,Jersey Mike's #3130,4121 NEW BERN AVE ,SUITE 101,RALEIGH,NC,27610-1379,(919) 231-0070,2021/05/25 04:00:00+00,Restaurant,17820,-78.56526592,35.80114227,M
2005424,04092011949,O'Malley's Tavern,5228 HOLLYRIDGE DR ,,RALEIGH,NC,27612-3114,(919) 787-1234,1996/10/14 04:00:00+00,Restaurant,17843,-78.70051587,35.85321466,M
2005425,04092020868,Circle K #8610,4713 NEW BERN AVE ,,RALEIGH,NC,27610-1437,(919) 212-0101,1999/03/04 05:00:00+00,Food Stand,17851,-78.55690674,35.79848742,M
2005426,04092090009,Morrisville Meals On Wheels,922 CHURCH ST,,MORRISVILLE,NC,27560-8729,(919) 467-7186,1994/06/29 04:00:00+00,Elderly Nutrition Sites (catered),17858,-78.84266402,35.85142617,M
2005427,04092025211,Oak City Fish and Chips @ MSFH,411 W. Morgan ST ,,RALEIGH,NC,27603,(984) 222-9140,2018/08/15 04:00:00+00,Food Stand,17864,-78.6456917,35.77945516,M
2005428,04092110508,PINE HOLLOW MIDDLE SCHOOL CAFETERIA,5365 BARTRAM PL ,,RALEIGH,NC,27617,(919) 694-8880 ext. 22684,2016/05/24 04:00:00+00,Public School Lunchrooms,17866,-78.73483909,35.90794226,M
2005429,04092018745,Costco Wholesale #1587 Food Court,7800 FAYETTEVILLE RD,,RALEIGH,NC,27603,(984) 810-5038,2021/12/01 05:00:00+00,Restaurant,17868,-78.69882986,35.66870883,M
2005430,04092017803,Popeye's RDU JV,2400 John Brantley BLVD ,,MORRISVILLE,NC,27560,,2018/02/27 05:00:00+00,Restaurant,17871,-78.78941437,35.8696795,M
2005431,04092017793,Cold off the Press,416-100 W South ST ,,RALEIGH,NC,27601,(984) 444-9006,2018/01/29 05:00:00+00,Restaurant,17867,-78.64561302,35.7723683,M
2005432,04092018027,Starbucks #49535,3460 Kildaire Farm RD ,,CARY,NC,27518,,2019/01/15 05:00:00+00,Restaurant,17873,-78.7954098,35.70489163,M
2005433,04092021844,Walnut Creek West Main Concession,3801 Rock Quarry  RD ,,RALEIGH,NC,27610,(727) 481-1436,2015/04/29 04:00:00+00,Food Stand,17876,-78.57884845,35.7501844,M
2005434,04092030537,Abu Omar Halal (WCID #825),709 W PEACE ST,,RALEIGH,NC,27605-1413,(704) 939-8079,2021/05/10 04:00:00+00,Mobile Food Units,17877,-78.64957601,35.7883513,M
2005435,04092018375,Pluck and Plume,301 S ACADEMY ST ,,CARY,NC,27511,(919) 670-5000,2020/06/05 04:00:00+00,Restaurant,17882,-78.78084157,35.78484167,M
2005436,04092018677,Burger King #27555,923 Gateway Commons CIR ,,WAKE FOREST,NC,27587,(919) 554-3008,2021/07/08 04:00:00+00,Restaurant,17890,-78.49643336,35.96847497,M
2005437,04092020555,Fast Food Mart,2285 New Hope Church Rd,,RALEIGH,NC,27604-1662,(919) 876-1666,1993/08/25 04:00:00+00,Food Stand,17893,-78.59952341,35.83532643,M
2005438,04092110094,Leesville High School Cafeteria,8409 Leesville Rd ,,RALEIGH,NC,27613,(919) 870-4250 ext. 24541,1993/08/31 04:00:00+00,Public School Lunchrooms,17896,-78.71776597,35.88906793,M
2005439,04092011463,Philly Steak And Subs,4701 ATLANTIC AVE,,RALEIGH,NC,27604-8108,(919) 878-5748,1994/03/18 04:00:00+00,Restaurant,17901,-78.60292943,35.84801871,M
2005440,04092013357,Springmoor Dietary Dept.,1500 SAWMILL RD,,RALEIGH,NC,27615-4320,(919) 848-7092,2001/07/06 04:00:00+00,Restaurant,17911,-78.67552225,35.88395957,M
2005441,04092012818,Rudino's Pizza & Grinders,8800 HARVEST OAKS DR,STE 102,RALEIGH,NC,27615-2075,(919) 848-8899,1998/10/21 04:00:00+00,Restaurant,17928,-78.65760185,35.90264181,M
2005442,04092015299,SPRING KITCHEN,10110 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 462-1388,2008/12/05 05:00:00+00,Restaurant,17929,-78.90107787,35.82060358,M
2005443,04092016919,DOMINO'S #4453,4412 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 872-4000,2015/04/23 04:00:00+00,Restaurant,17933,-78.61118826,35.84340583,M
2005444,04092012037,Woody's Sports Tavern & Grill,8322 CHAPEL HILL RD,,CARY,NC,27513-4051,(919) 380-7737,1997/03/24 04:00:00+00,Restaurant,17945,-78.77617181,35.79224815,M
2005445,04092011677,Residence Inn Foodservice,1000 NAVAHO DR ,,RALEIGH,NC,27609-7311,(919) 878-6100,1995/04/28 04:00:00+00,Restaurant,17961,-78.62401365,35.82750878,M
2005446,04092017613,GONZA TACOS Y TEQUILA,525 NEW WAVERLY PL ,SUITE 104,CARY,NC,27518,(919) 653-7310,2017/05/02 04:00:00+00,Restaurant,17969,-78.77756307,35.73853619,M
2005447,04092016945,PANERA #1806,1004 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 337-0020,2015/06/04 04:00:00+00,Restaurant,17973,-78.88643041,35.84618552,M
2005448,04092030136,Taqueria Esmeralda (WCID #031),409 Airport BLVD ,4/10 MILE FROM CHAPEL HILL RD ON LEFT,MORRISVILLE,NC,27560,(919) 395-6238,2005/06/21 04:00:00+00,Mobile Food Units,17999,-78.83034153,35.84220425,M
2005449,04092018294,Chick-Fil-A #4239,1010 FORESTVILLE RD,,WAKE FOREST,NC,27587,(919) 554-6995,2020/01/15 05:00:00+00,Restaurant,18001,-78.50659937,35.94595609,M
2005450,04092017630,COCO BONGO,2400 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(984) 242-0898,2017/06/14 04:00:00+00,Restaurant,18002,-78.66706468,35.78779177,M
2005451,04092014423,Nil's Cafe,513 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 567-0887,2005/11/10 05:00:00+00,Restaurant,18010,-78.7940251,35.59342774,M
2005452,04092021860,LOWES FOODS #226 BEEF SHOP,8440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-1031,2015/07/23 04:00:00+00,Food Stand,18014,-78.50930992,35.89359383,M
2005453,04092021969,SPEEDWAY #6989,10920 CREEDMOOR RD ,,RALEIGH,NC,27615,(919) 870-6057,2016/07/28 04:00:00+00,Food Stand,18024,-78.68548351,35.94189642,M
2005454,04092017833,TOWER INDIA,144 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560-5703,(919) 465-2326,2018/05/02 04:00:00+00,Restaurant,18026,-78.82897679,35.81951783,M
2005455,04092017754,Red Bowl Asian Bistro,6360 PLANTATION CENTER  DR ,,RALEIGH,NC,27616,(919) 790-9222,2017/12/14 05:00:00+00,Restaurant,18027,-78.58237548,35.87315637,M
2005456,04092014662,Starbucks #9840,1107 Walnut ST ,1107-102 Walnut St ,CARY ,NC,27511,(919) 468-9908,2006/08/18 04:00:00+00,Restaurant,18028,-78.76025493,35.77377018,M
2005457,04092016773,CHIPOTLE #2066,9504 STRICKLAND ROAD,,RALEIGH,NC,27615,(919) 322-3259,2014/09/30 04:00:00+00,Restaurant,18035,-78.65494139,35.90183768,M
2005458,04092018699,WCC Cafe,111 Competition DR ,Suite 110,RALEIGH,NC,27560,(984) 465-4579,2021/08/27 04:00:00+00,Restaurant,18034,0,0,U
2005459,04092014856,Schiano's Pizza Pasta & Grill #2,13220 Strickland  RD ,Ste. 164,RALEIGH,NC,27613,(919) 847-3238,2007/04/27 04:00:00+00,Restaurant,18036,-78.72593809,35.90878313,M
2005460,04092015688,FAIRFIELD INN & SUITES Foodservice,10040 SELLONA ST ,,RALEIGH,NC,27617,(919) 246-0107,2010/08/04 04:00:00+00,Restaurant,18037,-78.80455249,35.89550125,M
2005461,04092030531,Fatboy's Burgers & Dogs (WCID #819),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 645-7246,2021/03/18 04:00:00+00,Mobile Food Units,18044,-78.63902655,35.752054,M
2005462,04092030543,El Sombrero Azul (WCID #834),8320 LITCHFORD RD,108,RALEIGH,NC,27615-3860,(919) 480-3891,2021/06/01 04:00:00+00,Mobile Food Units,18048,-78.59988229,35.89223772,M
2005463,04092012135,Arby's Restaurant,1401 N MAIN ST ,,FUQUAY VARINA,NC,27526-9024,(919) 552-8377,1997/10/08 04:00:00+00,Restaurant,18056,-78.77338743,35.59327205,M
2005464,04092017706,Swagat Indian Cuisine,9549 Chapel Hill RD ,,MORRISVILLE,NC,27560,(919) 378-9090,2017/09/25 04:00:00+00,Restaurant,18062,-78.81120699,35.8045716,M
2005465,04092017714,BellaRose Nursing and Rehab Center Foodservice,200 BellaRose Lake WAY ,,GARNER,NC,27529,(919) 985-8400,2017/10/09 04:00:00+00,Restaurant,18064,-78.60082028,35.66980057,M
2005466,04092018665,Burger King #6010,7300 Creedmoor RD ,,RALEIGH,NC,27613-1637,(919) 846-9002,2021/06/29 04:00:00+00,Restaurant,18066,-78.67905329,35.8865906,M
2005467,04092025250,Bul Box @ T Co,500 E Davie ST ,St. 131,RALEIGH,NC,27601,,2019/03/22 04:00:00+00,Food Stand,18072,-78.63206132,35.77487463,M
2005468,04092018444,Burrito Shak,2982 KILDAIRE FARM RD,,CARY,NC,27518,(919) 267-6772,2020/09/15 04:00:00+00,Restaurant,18078,-78.78870146,35.71809037,M
2005469,04092016638,TARGET CAFE #2784,7129 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 674-2214,2014/03/05 05:00:00+00,Restaurant,18083,-78.88560741,35.84442227,M
2005470,04092018226,The Opening Bell,7033 LOUIS STEPHENS DR,,MORRISVILLE,NC,27560,,2019/11/12 05:00:00+00,Restaurant,18087,-78.8872285,35.86296634,M
2005471,04092018188,DUNKIN' DONUTS #350706,10030 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,(919) 481-4477,2019/09/27 04:00:00+00,Restaurant,18088,-78.90107787,35.82060358,M
2005472,04092018388,Taqueria y Restaurante El Primo,744 E CHATHAM ST,"A &amp; B",CARY,NC,27511,(919) 347-0086,2020/06/24 04:00:00+00,Restaurant,18089,-78.76691591,35.79077863,M
2005473,04092110529,Carl Sandburg Cafeteria,3351 Carl Sandburg CT ,,RALEIGH,NC,27610,(919) 694-7707,2018/09/25 04:00:00+00,Public School Lunchrooms,18091,-78.58069284,35.78102302,M
2005474,04092020681,A & K Food Mart #2,601 W Williams St ,P.O. BOX 220,APEX,NC,27502,(919) 303-5101,1995/10/17 04:00:00+00,Food Stand,18104,-78.86345442,35.73622526,M
